text,labels
"At the end of that week, on Oct. 7, WikiLeaks released more than 6,000 emails related to John D. Podesta, the chairman of the Clinton campaign.",no-bias
"The prosecutor, who is white, has insisted his background will have no bearing on the handling of the Brown case, which has touched off days of nighttime protests during which authorities used tear gas and rubber bullets to clear the streets.",no-bias
"“Yes the government can help,” Mr. Santorum added.",no-bias
"All we've heard, the Fox News host complained, is ""we need a big tent. We need a big tent. Can we get a bigger tent? How can we get a big tent?",contains-bias
"The Arizona Republican said Steele needs to assess whether he can still function in his job and must make ""an appropriate decision"" about his future.",no-bias
"“I will not resign,” he said after a reconciliation meeting with Gattine, according to the Boston Globe.",no-bias
"By 2085, it will be able to pay 74 percent of promised benefits.",no-bias
"At 7:51 p.m., the F.B.I. offered only minor changes to the draft, the bureau’s only suggestions during the contentious process.",no-bias
"The hasty retreat by 33 Senate Democrats was particularly humiliating in the immediate aftermath of the anniversary of the Women’s March, which saw thousands of activists reconvene in cities across the country to protest against President Trump and congressional Republicans.",contains-bias
Beck Wows the CPAC Crowd,no-bias
Republican National Committee Chairman Michael Steele will speak with RNC members Monday evening in which he is expected to announce a decision about whether to make another run for the party chairmanship.,no-bias
"While conservatives have complained for years about what they say is discrimination by the tech giants, the controversy escalated last month when Vice News reported the issue, saying that accounts from top Republicans including GOP Chairwoman Ronna McDaniel were being given limited visibility on Twitter. ",contains-bias
"As part of the process, however, Bauer also interviewed representatives for Sestak and Clinton -- in this case Sestak's brother and Doug Brand and Bruce Lindsey respectively.",no-bias
Some grumbled that the campaign by the college professor David Brat to unseat Mr. Cantor had ousted the one member of House Republican leadership willing to listen to the House’s most conservative members.,contains-bias
GOP Rep. Blake Farenthold Resigns After Sexual Harassment Allegations,no-bias
“One hundred-eighteen visits and it didn’t come up in casual conversation?” Mr. Jordan said.,no-bias
"The stalemate caused a record-breaking partial government shutdown that forced an estimated 800,000 government employees to go without pay for 35 days.",no-bias
White House Press Secretary Jay Carney wouldn’t say whether Obama is also bracing for dragged out negotiations,no-bias
"“I may very well share her concerns about Donald Trump ... but the ethics concerns don’t depend on the soundness or unsoundness of the candidate,” Whelan added.",no-bias
"“Enough is enough,” said Lorella Praeli, director of immigration policy and campaigns at the American Civil Liberties Union.",no-bias
"The new ad follows Mr. Perry’s statement on Tuesday criticizing the Obama administration’s announcement that the United States would use all the elements of diplomacy, including the possible granting of foreign aid, to promote gay rights around the world and beat back efforts in other nations to criminalize homosexual conduct.",no-bias
But Moore’s campaign issued a statement saying the report is “baseless” and false.,no-bias
"Earlier this week, Trump went against Mattis by abruptly withdrawing U.S. troops from Syria.",no-bias
"But the latest details in the proposal, which Senate Republicans unveiled Monday in a bill they plan to vote on this week, make the offer appear less of a compromise and more of a wish list for immigration hard-liners like White House adviser Stephen Miller.",contains-bias
"“I just feel terrible for her,” Mr. Weiner said, adding that he had never corresponded with her.",no-bias
"“In my estimation, we as a country are underestimating it.”",no-bias
"Three days after an Internet video surfaced showing North Carolina Rep. Bob Etheridge in a physical confrontation with a young man, the lawmaker said he is ""profoundly"" sorry for the tussle on a Washington street.",no-bias
Federal authorities had been focusing on Florida as the location where the majority of packages originated.,no-bias
"OPR reviewed the investigative materials, as well as the written and oral responses of Mr. Strzok and his counsel, and issued OPR's decision. ",no-bias
