Type,News
Real,"There has been ""$5 trillion in debt added over the last four years."""
Real,"Says Jon Corzine ""gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a public-sector union rally and said, 'I will fight to get you a great contract."""
Real,"Says state Sen. Paul Sarlo ""said in February on NJTV, there will be no tax increases in this budget"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million."""
Real,"New Jersey has the second highest rate of institutionalization of people with developmental disabilities ""in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey. """
Real,"They say teachers only make on averagein New Jersey 60,000 dollars a year.They only work 180 days."
Real,"Says ""out of 588 school districts, we give 31 (former Abbott) districts 70 percent of the aid."""
Real,The water quality in the ocean is perfect. Its been tested up and down every ocean shore in New Jersey.
Real,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence."
Real,"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown."
Real,The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes.
Real,Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.
Real,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer."
Real,Wind powers nearly 13 million homes across the country.
Real,"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was ""a step forward"" for human rights in Iran, opposed Reagan's defense build-up and voted against the first Gulf War."
Real,The video doesn't show the broader picture of the firing that was going on at American troops.
Real,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.
Real,"Says Ohios economic recovery ""started in February 2010."""
Real,"In 2009, the Small Business & Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate."
Real,Ohios electricity rates are 10 percent below the national average.
Real,"Opinion polls show that the majority of Americans, and the majority of New Jerseyans, favor marriage equality for same sex couples."
Real,Only 14 percent of Catholics agree with the Vatican's position that abortion should be illegal.
Real,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.
Real,"According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit."
Real,"Democrats have ""lost more than 900 state legislators"" since Barack Obama has been president."
Real,Two-thirds of the people who receive the minimum wage are female.
Real,"Forty percent of gross domestic product ""is state, local, or federal money."""
Real,"A proposed ban on hollow-point bullets and bullets that expand upon impact ""essentially bans deer hunting."""
Real,"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it."
Real,"Bernie Sanders opposesthe Trans-Pacific Partnership, and Hillary Clinton supportsit."
Real,I have returned money every year since taking office.
Real,It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.
Real,Georgia has had more bank failures than any other state.
Real,"Says, ""Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness."""
Real,"Says ""how much money the government is collecting from people...in terms of the gross domestic product"" is ""the lowest in 40, 50 years."""
Real,New Jersey has the largest transit system in the entire country.
Real,"Says 600,000 to 700,000 government workers have been laid off in the last year and a half"
Real,Forty-five percent of Americans went without needed care because of costs in 2007.
Real,"In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000."
Real,Some neighborhood schools are closing.
Real,"The state of Florida has seen ""double-digit drops"" in alcohol use among teens."
Real,"Western Europeans ""can fly in the United States without even having a visa."""
Real,"When people enter the service, theres not a mental health evaluation."
Real,"Says a Lubbock terror suspects alleged plan ""to use baby dolls to conceal chemical explosives"" is similar to a 1995 plot ""to blow up 12 jumbo jets over the Pacific Ocean."""
Real,I stopped requesting earmarks in 2008.
Real,"More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America."""
